ATL,259213.42
CHI,454541.62
CLB,211507.74
COL,279028.79
DAL,206627.83
DC,178227.23
HOU,175144.64
KC,239378.76
LA,364209.87
LAFC,59004.00
MNUFC,182446.14
MTL,187950.78
NE,235086.66
NYCFC,620375.91
NYRB,225499.35
ORL,412735.12
PHI,210221.80
POR,344241.92
RSL,253942.23
SEA,359468.11
SJ,221709.17
TOR,743516.55
VAN,220011.44
NOCLUB,237037.50
TOTAL,296977.73
